,caseId,label,Archive,Contact Hospital,Create Questionnaire,Decide Claim,High Insurance Check,High Medical History,Low Insurance Check,Low Medical History,Prepare Notification Content,Receive Questionnaire Response,Register,Send Notification by Phone,Send Notification by Post,Send Notification by e-mail,Send Questionnaire,Skip Questionnaire
166,166,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
167,167,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
168,168,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
169,169,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
170,170,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
171,171,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
172,172,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
173,173,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
174,174,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
175,175,False,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
176,176,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
177,177,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
178,178,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
179,179,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
180,180,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
181,181,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
182,182,False,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
183,183,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
184,184,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
185,185,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
186,186,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
187,187,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
188,188,False,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
189,189,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
190,190,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
191,191,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
192,192,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
193,193,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
194,194,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
195,195,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
196,196,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
197,197,False,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
198,198,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
199,199,False,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
200,200,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
201,201,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
202,202,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
203,203,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
204,204,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
205,205,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
206,206,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
207,207,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
208,208,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
209,209,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
210,210,False,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
211,211,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
212,212,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
213,213,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
214,214,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
215,215,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
216,216,False,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
217,217,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
218,218,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
219,219,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
220,220,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
221,221,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
222,222,False,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
223,223,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
224,224,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
225,225,False,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
226,226,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
227,227,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
228,228,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
229,229,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
230,230,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
231,231,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
232,232,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
233,233,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
234,234,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
235,235,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
236,236,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
237,237,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
238,238,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
239,239,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
240,240,False,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
241,241,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
242,242,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
243,243,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
244,244,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
245,245,True,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
246,246,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
247,247,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
248,248,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
249,249,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
250,250,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
251,251,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
252,252,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
253,253,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
254,254,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
255,255,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
256,256,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
257,257,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
258,258,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
259,259,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
260,260,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
261,261,False,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
262,262,True,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
263,263,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
264,264,False,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
265,265,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
266,266,False,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
267,267,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
268,268,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
269,269,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
270,270,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
271,271,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
272,272,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
273,273,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
274,274,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
275,275,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
276,276,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
277,277,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
278,278,False,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
279,279,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
280,280,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
281,281,True,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
282,282,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
283,283,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
284,284,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
285,285,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
286,286,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
287,287,False,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
288,288,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
289,289,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
290,290,False,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
291,291,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
292,292,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
293,293,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
294,294,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
295,295,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
296,296,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
297,297,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
298,298,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
299,299,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
300,300,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
301,301,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
302,302,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
303,303,False,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
304,304,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
305,305,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
306,306,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
307,307,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
308,308,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
309,309,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
310,310,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
311,311,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
312,312,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
313,313,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
314,314,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
315,315,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
316,316,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
317,317,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
318,318,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
319,319,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
320,320,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
321,321,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
322,322,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
323,323,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
324,324,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
325,325,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
326,326,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
327,327,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
328,328,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
329,329,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
330,330,False,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
331,331,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
332,332,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
333,333,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
334,334,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
335,335,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
336,336,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
337,337,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
338,338,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
339,339,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
340,340,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
341,341,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
342,342,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
343,343,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
344,344,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
345,345,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
346,346,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
347,347,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
348,348,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
349,349,False,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
350,350,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
351,351,True,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
352,352,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
353,353,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
354,354,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
355,355,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
356,356,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
357,357,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
358,358,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
359,359,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
360,360,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
