,label,Accept Claim,Archive,Contact Hospital,Create Questionnaire,High Insurance Check,High Medical History,Low Insurance Check,Low Medical History,Prepare Notification Content,Receive Questionnaire Response,Register,Reject Claim,Send Notification by Phone,Send Notification by Post,Send Notification by e-mail,Send Questionnaire,Skip Questionnaire
33,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
34,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
35,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
36,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
37,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
38,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
39,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
40,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
41,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
42,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
43,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
44,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
45,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
46,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
47,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
48,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
49,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
50,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
51,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0
52,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
53,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
54,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
55,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
56,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
57,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
58,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
59,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
60,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
61,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
62,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
63,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
64,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
65,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
66,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
67,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
68,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
69,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
70,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
71,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
72,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
73,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
74,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
75,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
76,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
77,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
78,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
79,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
80,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
81,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
82,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0
83,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
84,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
85,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
86,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
87,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
88,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
89,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
90,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
91,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
92,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
93,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
94,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
95,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
96,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
97,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
98,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
99,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
100,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
101,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
102,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
103,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
104,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
105,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
106,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
107,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
108,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
109,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
110,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
111,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
112,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
113,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
114,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
115,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
116,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1
117,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
118,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
119,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
120,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
121,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
122,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
123,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
124,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
125,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
126,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
127,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
128,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
129,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
130,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
131,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
132,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
133,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
134,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
135,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
136,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
137,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
138,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
139,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
140,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
141,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
142,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
143,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
144,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
145,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
146,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
147,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
148,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
149,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
150,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
151,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
152,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
153,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
154,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
155,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
156,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
157,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
158,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
159,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
160,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
161,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
162,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
163,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
164,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
165,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
166,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
167,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
168,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
169,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
170,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
171,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
172,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
173,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
174,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
175,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1
176,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
177,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
178,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
179,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
180,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
181,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
182,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
183,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
184,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
185,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
186,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
187,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
188,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
189,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
190,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
191,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
192,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
193,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
194,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
195,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
196,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
197,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
198,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
199,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
200,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
201,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
202,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
203,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
204,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
205,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
206,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
207,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
208,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
209,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
210,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0
211,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
212,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
213,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
214,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
215,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
216,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
217,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
218,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
219,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
220,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
221,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
222,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1
223,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
224,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
225,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1
226,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
227,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
228,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
229,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
230,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
231,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
232,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
233,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
234,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
235,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
236,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
237,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
238,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
239,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
240,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0
241,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
242,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
243,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
244,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
245,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
246,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
247,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
248,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
249,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
250,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
251,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
252,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
253,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
254,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
255,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
256,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
257,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
258,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
259,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
260,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
261,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1
262,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
263,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
264,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
265,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
266,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
267,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
268,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
269,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
270,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
271,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
272,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
273,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
274,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
275,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
276,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
277,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
278,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
279,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
280,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
281,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
282,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
283,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
284,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
285,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
286,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
287,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1
288,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
289,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
290,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
291,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
292,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
293,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
294,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
295,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
296,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
297,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
298,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
299,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
300,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
301,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
302,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
303,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1
304,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
305,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
306,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
307,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
308,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
309,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
310,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
311,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
312,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
313,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
314,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
315,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
316,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
317,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
318,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
319,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
320,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
321,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
322,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
323,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
324,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
325,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
326,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
327,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
328,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
329,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
330,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1
331,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
332,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
333,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
334,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
335,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
336,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
337,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
338,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
339,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
340,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
341,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
342,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
343,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
344,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
345,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
346,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
347,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
348,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
349,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
350,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
351,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
352,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
353,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
354,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
355,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
356,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
357,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
358,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
359,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
